10.03.2017 08:33:49 | 193.193.65.162
10.03.2017 08:33:55 | 193.193.65.162
10.03.2017 08:38:21 | 193.193.65.162I
10.03.2017 08:38:52 | 193.193.65.162I
22.03.2017 09:45:19 | 149.156.24.6 | Mozilla/5.0 (Linux; Android 4.3; 5050Y Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.98 Mobile Safari/537.36
22.03.2017 10:30:03 | 77.79.252.236 | Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
22.03.2017 10:30:06 | 77.79.252.236 | Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko
22.03.2017 10:46:02 | 193.193.65.162 | Mozilla/5.0 (Linux; Android 6.0.1; SM-G900F Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36
22.03.2017 18:39:03 | 85.222.4.47 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
22.03.2017 20:05:49 | 87.239.222.107 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
23.03.2017 18:22:36 | 87.207.9.72 | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
23.03.2017 18:22:43 | 87.207.9.72 | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
24.03.2017 18:04:17 | 66.249.76.53 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
24.03.2017 22:19:57 | 195.150.224.95 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
24.03.2017 22:20:01 | 195.150.224.95 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
24.03.2017 22:20:01 | 195.150.224.95 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
24.03.2017 23:19:36 | 149.156.124.5 | Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36 OPR/44.0.2510.857
24.03.2017 23:19:37 | 149.156.124.5 | Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.98 Safari/537.36 OPR/44.0.2510.857
25.03.2017 02:30:08 | 157.55.39.25 | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
25.03.2017 19:40:07 | 213.180.146.29 | Mozilla/5.0 (X11; U; Linux i686; pl; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10
26.03.2017 16:05:33 | 188.146.132.164 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
26.03.2017 16:05:36 | 188.146.132.164 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
26.03.2017 16:30:08 | 64.246.161.190 | Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools)
26.03.2017 20:22:04 | 188.146.132.164 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
26.03.2017 21:59:42 | 89.187.225.47 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
26.03.2017 21:59:44 | 89.187.225.47 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
27.03.2017 03:04:10 | 157.55.39.119 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
27.03.2017 08:02:58 | 85.222.4.47 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
27.03.2017 08:03:01 | 85.222.4.47 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36
27.03.2017 10:14:55 | 94.254.176.25 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53
27.03.2017 13:24:15 | 94.254.144.4 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2 like Mac OS X) AppleWebKit/602.3.12 (KHTML, like Gecko) Version/10.0 Mobile/14C92 Safari/602.1
28.03.2017 06:24:46 | 66.249.66.51 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28.03.2017 15:01:34 | 66.249.66.134 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28.03.2017 15:33:25 | 66.249.66.138 | Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28.03.2017 15:52:15 | 66.249.76.53 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
28.03.2017 23:03:33 | 89.68.187.69 | Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
28.03.2017 23:03:41 | 89.68.187.69 | Mozilla/5.0 (Windows NT 10.0; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0
29.03.2017 10:18:39 | 157.55.39.119 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
29.03.2017 18:51:25 | 87.239.222.107 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
30.03.2017 10:42:40 | 85.222.4.47 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
30.03.2017 13:55:46 | 157.55.39.253 | Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
30.03.2017 23:53:57 | 89.70.128.89 | Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
30.03.2017 23:54:03 | 89.70.128.89 | Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.2623.112 Safari/537.36
31.03.2017 03:58:37 | 157.55.39.253 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
31.03.2017 07:16:50 | 85.222.4.47 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
02.04.2017 20:00:48 | 149.202.175.151 | Mozilla/5.0 (X11; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
03.04.2017 22:14:16 | 213.180.146.29 | Mozilla/5.0 (X11; U; Linux i686; pl; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10
04.04.2017 05:27:02 | 157.55.39.156 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
04.04.2017 09:41:32 | 38.100.21.64 | Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)
04.04.2017 20:45:17 | 68.180.229.233 | Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
04.04.2017 22:28:27 | 188.146.136.95 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
05.04.2017 07:44:35 | 94.254.177.23 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D257 Safari/9537.53
06.04.2017 09:17:48 | 66.249.66.54 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
06.04.2017 12:11:10 | 94.254.144.51 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
06.04.2017 20:17:57 | 157.55.39.8 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
06.04.2017 20:20:04 | 66.102.9.24 | Mozilla/5.0 (Linux; Android 7.1.1; m8 Build/NMF26V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36
06.04.2017 20:20:16 | 66.102.9.26 | Mozilla/5.0 (Linux; Android 7.1.1; m8 Build/NMF26V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.132 Mobile Safari/537.36
06.04.2017 20:31:36 | 91.226.23.2 | Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; Lumia 550) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Mobile Safari/537.36 Edge/14.14393
06.04.2017 20:31:36 | 91.226.23.2 | Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; Lumia 550) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Mobile Safari/537.36 Edge/14.14393
06.04.2017 20:32:04 | 91.226.23.2 | Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; Lumia 550) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Mobile Safari/537.36 Edge/14.14393
06.04.2017 20:32:04 | 91.226.23.2 | Mozilla/5.0 (Windows Phone 10.0; Android 6.0.1; Microsoft; Lumia 550) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Mobile Safari/537.36 Edge/14.14393
07.04.2017 08:15:55 | 66.249.64.40 | Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
07.04.2017 09:22:11 | 37.47.99.175 | Mozilla/5.0 (Linux; Android 5.0.2; SM-G920F Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36
07.04.2017 09:22:17 | 37.47.99.175 | Mozilla/5.0 (Linux; Android 5.0.2; SM-G920F Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Mobile Safari/537.36
07.04.2017 18:48:57 | 66.249.64.42 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
08.04.2017 07:58:00 | 77.112.95.192 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144
08.04.2017 07:58:04 | 77.112.95.192 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144
08.04.2017 09:18:46 | 77.112.95.192 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144
08.04.2017 09:18:46 | 77.112.95.192 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144
08.04.2017 12:52:47 | 85.222.4.47 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
08.04.2017 13:24:59 | 85.222.4.47 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
09.04.2017 03:10:36 | 77.112.95.192 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144
09.04.2017 03:10:40 | 77.112.95.192 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 OPR/43.0.2442.1144
09.04.2017 21:34:38 | 188.146.69.155 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
10.04.2017 13:23:25 | 52.214.190.218 | Mozilla/5.0 (Windows; U; Windows NT 6.0; en-US; rv:1.9.2.3) Gecko/20100401 Firefox/3.6.3 GTB6 (.NET CLR 3.5.30729)
10.04.2017 22:58:06 | 92.63.111.195 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0
11.04.2017 04:03:29 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:08:19 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:08:58 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:09:08 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:11:15 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:11:29 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:17:36 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:17:57 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:18:50 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:20:17 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:33:04 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 04:33:25 | 203.150.82.91 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
11.04.2017 14:48:15 | 91.234.176.243 | Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0
11.04.2017 14:48:18 | 91.234.176.243 | Mozilla/5.0 (X11; Linux x86_64; rv:31.0) Gecko/20100101 Firefox/31.0
12.04.2017 02:01:50 | 40.77.167.123 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
13.04.2017 07:03:37 | 213.180.146.29 | Mozilla/5.0 (X11; U; Linux i686; pl; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10
13.04.2017 12:33:20 | 64.246.165.10 | Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools)
14.04.2017 06:58:13 | 79.185.5.32 | Mozilla/5.0 (Linux; Android 6.0; Orange-Rise31 Build/MRA58K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.124 Mobile Safari/537.36
14.04.2017 21:35:29 | 188.146.1.239 | Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_1 like Mac OS X) AppleWebKit/602.4.6 (KHTML, like Gecko) Version/10.0 Mobile/14D27 Safari/602.1
16.04.2017 13:17:02 | 85.222.4.47 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
16.04.2017 13:17:05 | 85.222.4.47 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
18.04.2017 09:08:53 | 66.249.66.48 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
18.04.2017 22:25:49 | 40.77.167.94 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
18.04.2017 23:20:20 | 185.48.129.11 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
18.04.2017 23:20:22 | 185.48.129.11 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
19.04.2017 03:16:29 | 68.180.229.249 | Mozilla/5.0 (compatible; Yahoo! Slurp; http://help.yahoo.com/help/us/ysearch/slurp)
19.04.2017 11:27:16 | 66.249.66.142 | Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.96 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
19.04.2017 12:17:54 | 188.166.2.203 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
19.04.2017 12:22:09 | 188.166.2.203 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
19.04.2017 20:16:49 | 66.249.66.134 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
19.04.2017 23:53:51 | 133.242.22.177 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
20.04.2017 00:03:48 | 133.242.22.177 | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/50.0.2661.75 Safari/537.36
20.04.2017 11:22:40 | 185.48.129.11 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
20.04.2017 11:22:42 | 185.48.129.11 | Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
21.04.2017 01:08:21 | 66.249.69.154 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
21.04.2017 22:16:01 | 89.187.225.47 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
21.04.2017 22:16:08 | 89.187.225.47 | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
23.04.2017 00:20:58 | 213.180.146.29 | Mozilla/5.0 (X11; U; Linux i686; pl; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10
23.04.2017 05:22:44 | 95.213.235.175 | Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; GTB7.2; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729)
23.04.2017 14:29:00 | 13.124.84.3 | Mozilla/4.0 (compatible; MSIE8.0; Windows NT 6.0) .NET CLR 2.0.50727)
23.04.2017 14:29:06 | 13.124.84.3 | Mozilla/4.0 (compatible; MSIE8.0; Windows NT 6.0) .NET CLR 2.0.50727)
24.04.2017 21:05:54 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:57 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:57 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:58 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:58 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:58 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:58 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:58 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
24.04.2017 21:05:58 | 206.253.226.12 | Mozilla/5.0 (compatible; oBot/2.3.1; +http://filterdb.iss.net/crawler/)
26.04.2017 14:20:33 | 149.156.89.216 | Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-T550 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Safari/537.36
26.04.2017 14:20:38 | 149.156.89.216 | Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-T550 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/4.0 Chrome/44.0.2403.133 Safari/537.36
26.04.2017 21:34:39 | 40.77.167.86 | Mozilla/5.0 (iPhone; CPU iPhone OS 7_0 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11A465 Safari/9537.53 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
28.04.2017 03:11:55 | 62.109.13.4 | Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4
28.04.2017 20:22:42 | 37.47.70.74 | Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.517
28.04.2017 20:22:46 | 37.47.70.74 | Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36 OPR/42.0.2393.517
29.04.2017 14:25:13 | 89.76.194.236 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
29.04.2017 14:25:16 | 89.76.194.236 | Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
30.04.2017 13:48:39 | 64.246.165.200 | Mozilla/5.0 (Windows; U; Windows NT 5.1; en; rv:1.9.0.13) Gecko/2009073022 Firefox/3.5.2 (.NET CLR 3.5.30729) SurveyBot/2.3 (DomainTools)
30.04.2017 14:20:30 | 95.174.56.71 | Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
30.04.2017 14:20:33 | 95.174.56.71 | Mozilla/5.0 (Windows NT 10.0; WOW64; rv:53.0) Gecko/20100101 Firefox/53.0
02.05.2017 12:20:56 | 87.116.214.237 | Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
02.05.2017 12:21:00 | 87.116.214.237 | Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36
02.05.2017 17:22:26 | 213.180.146.29 | Mozilla/5.0 (X11; U; Linux i686; pl; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10
03.05.2017 02:23:07 | 66.249.75.51 | Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
03.05.2017 09:00:20 | 66.175.44.60 | Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/5.0.375.99 Safari/533.4
04.05.2017 06:29:23 | 38.100.21.69 | Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.2)
04.05.2017 06:52:24 | 194.87.146.150 | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; InfoPath.3)
04.05.2017 06:52:25 | 194.87.146.150 | Opera/9.80 (Windows NT 5.1; U; MRA 5.4 (build 02647); ru) Presto/2.10.229 Version/11.61
04.05.2017 06:52:27 | 194.87.146.150 | Opera/8.01 (J2ME/MIDP; Opera Mini/1.2.3214/1724; ru; U; ssr)
